aspect_ratio,vertical_symmetry,horizontal_symmetry,texture_mean,texture_var,texture_uniformity,edge_density,edge_variance,horizontal_edges,vertical_edges,canny_edge_density,mean_red,std_red,skew_red,mean_green,std_green,skew_green,mean_blue,std_blue,skew_blue,red_green_ratio,blue_green_ratio,color_variance,image_id,category
1.3333333333333333,48.02569444444444,23.55625,154.35395833333334,8704.861171831597,0.036875,135.41989479332798,30766.454038608423,61.567083333333336,107.41388888888888,0.20354166666666668,198.339375,73.33240552177035,-1.0012216659116255,195.276875,71.46919941649251,-0.8339322202767316,196.44479166666667,68.44769500896236,-0.8162363567469454,1.0156828553525201,1.0059808190841126,1.5924868441357996,15970,Apparel
1.3333333333333333,44.40347222222223,40.80708333333334,173.96208333333334,8194.821478993055,0.037083333333333336,117.2389895277894,46693.202945614,35.98236111111111,102.09430555555556,0.12083333333333333,193.57520833333334,85.7975777263356,-0.9266096204875238,196.19395833333334,79.75855547733796,-0.8378414067355933,198.01395833333333,76.37588797191339,-0.8042253326884425,0.9866522343047741,1.0092765292376196,3.319194791666666,39386,Apparel
1.3333333333333333,7.74875,4.079583333333333,189.85458333333332,8279.902603993056,0.035416666666666666,37.14936137877184,6346.444115816082,21.419583333333332,24.256666666666668,0.11729166666666667,244.25604166666668,23.115625689093168,-2.858188384163937,244.25604166666668,23.115625689093168,-2.858188384163937,244.25604166666668,23.115625689093168,-2.858188384163937,0.9999999959059355,0.9999999959059355,0.0,59263,Accessories
1.3333333333333333,35.90819444444444,21.186805555555555,176.98625,7913.943977604167,0.035,104.94828285033834,44174.5013526913,24.785833333333333,93.29458333333334,0.11979166666666667,204.29229166666667,83.26648599875942,-1.2292084534364185,195.79770833333333,85.11209345963474,-0.9464937256233235,193.52895833333332,85.98890913802933,-0.8601480643829245,1.0433844827003151,0.9884127806820375,21.46161300154326,21379,Apparel
1.3333333333333333,50.57527777777777,30.3925,159.209375,9208.388037109376,0.04145833333333333,114.74130387922868,34722.11901742784,47.50083333333333,92.0038888888889,0.156875,190.476875,80.88959223473093,-0.8509085020404741,189.96958333333333,79.16367217033995,-0.7932381516275907,189.45395833333333,79.74913769752162,-0.7883520233065836,1.0026703783579194,0.9972857444426723,0.1743969425154347,53759,Apparel
1.3333333333333333,48.36625,18.17625,165.45854166666666,9091.46161453993,0.04041666666666666,94.7761741670631,26231.240513958222,44.653333333333336,69.73208333333334,0.155,211.35354166666667,62.335491896323376,-1.6817265563098598,203.40041666666667,68.31984277274836,-1.219072379374808,205.38833333333332,68.50982311967306,-1.2527423566072793,1.0391008243308213,1.009773409953978,11.420857822145075,1855,Apparel
1.3333333333333333,48.46125,22.181805555555552,148.56604166666668,8746.92355516493,0.04145833333333333,89.80893631820793,26275.260327762448,37.85638888888889,72.47777777777779,0.189375,188.62708333333333,72.75689325756738,-0.39007463052549324,193.01666666666668,66.43394066455957,-0.35374781880204803,183.74979166666665,74.58775382587902,-0.2796262140368216,0.9772580037444538,0.9519892447008587,14.325709789737738,30805,Apparel
1.3333333333333333,39.12263888888889,17.538194444444446,173.60145833333334,8343.55053953993,0.03875,75.67244794889127,23684.542473274192,26.846388888888885,64.29041666666667,0.14166666666666666,201.98916666666668,69.88975162810989,-0.773184268130689,189.80854166666666,80.47059899143245,-0.577356627220692,194.06583333333333,73.30665499101853,-0.5200987965449112,1.0641732128010228,1.0224293944142606,25.474596537422926,26960,Apparel
1.3333333333333333,63.476388888888884,76.46055555555554,192.49895833333332,7769.920415581598,0.03729166666666667,103.5989404932408,57278.74545460388,42.315,84.05708333333334,0.10729166666666666,193.5025,99.2702560878635,-1.1348335799443152,193.48604166666667,99.10488243185395,-1.1300533697196014,193.683125,98.48923696814647,-1.1237043071982185,1.0000850569534965,1.0010185868221662,0.007970900848764728,29114,Accessories
1.3333333333333333,14.318055555555556,10.358611111111111,177.49520833333332,9158.847060373264,0.04,87.2553477444766,37427.41604924973,43.436527777777776,61.568333333333335,0.12041666666666667,169.284375,104.7003987855795,-0.47802127932119437,169.11270833333333,104.93339556673524,-0.47925173030702783,170.22833333333332,103.42018434790936,-0.47345844068149673,1.0010150961884734,1.006596925827739,0.2405717689043159,30039,Accessories
